"Premier League hits & misses: Odegaard gives Arsenal title hope","A cute pass got Arsenal going forward and his willingness to run and start Arsenal's press was so evident.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The goal then showed you how important he is to Arsenal.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Quick feet started the move before vision and pin-point accuracy created Gabriel Martinelli's goal.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Arsenal's goal showed you the Odegaard effect," Sky Sports' Jamie Redknapp said.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","It's just quality.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","He doesn't just give you so much going forward but winning the ball back and pressing high.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","He's so important to Arsenal.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Their performances will no just go up and up and up now he's back in the team.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Much of the talk after Chelsea's draw with Arsenal was on the Gunners and the Premier League title race.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","However, Enzo Maresca's side are also nine points behind Liverpool, and they are quietly going about their business.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","This is not to say Chelsea are in the race or should be talked about as potential title winners, but there is a lot to be encouraged by at Stamford Bridge.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Chelsea went toe-to-toe with the Gunners and had plenty of their own chances to further dent their London rivals.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","They are now heading into the international break in the top three of the Premier League table for the first time since the final day of the 2021-22 season, when they finished in third position behind Manchester City and Liverpool.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","There is always going to be a problem holding Ange Postecoglou back at Tottenham.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","It revolves around the fact his team usually have to score two or more goals in a game to get a result.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Tottenham's style means they are vulnerable via so many avenues: set-pieces to start with - Cameron Burgess hit the crossbar before Ipswich even took their lead on the way to a 2-1 win.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","And when the play turns over Spurs offer so much space to wide forwards as Sammie Szmodics found out during a performance he will remember for a long time.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","He scored one and played a massive part in Liam Delap's goal.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The Stretford End roared his name as he left the pitch, Ruud van Nistelrooy receiving another rousing ovation in the stadium where he had long been a hero as a player.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","His cameo as caretaker boss has been significant in its own way, already lifting the gloom.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Manchester United's 3-0 win over Leicester was a third win in four since Erik ten Hag's sacking and the first time they have scored three in a Premier League match this season.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Bruno Fernandes, goalless under Ten Hag, has now scored four in four.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The goals are flowing once again and one can only wonder what the departed manager must make of it all, no doubt telling himself his team were on the cusp of this regardless, but the mood has changed.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Van Nistelrooy hands over with hope restored.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","How much can be read into it tactically remains to be seen given the Dutchman has done it his way, not switching to the system Ruben Amorim is likely to adopt.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The role of Fernandes in that formation is up for debate, for example.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","But that is for another day.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The toxicity that engulfed Old Trafford has dissipated.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","There is a sense that United have got this right.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","This club knows a thing or two about false dawns in recent years, even the dangers of believing a former favourite in front of goal can change it all in the dugout.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Just under two years ago Ipswich Town and Kieran McKenna were held to a 1-1 draw by Cheltenham Town in League One.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","What has transpired since has been incredible.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Here they were, just two years later, beating Tottenham 2-1 in the Premier League in their own backyard.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","It is another landmark day for Ipswich Town as a football club, who coincidentally beat Spurs 2-1 on their last visit to north London, back in 2001 when Alun Armstrong scored a late winner.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","This was a tactical masterclass by the impressive McKenna, who showed everyone why Manchester United and Chelsea were genuinely considering giving him the keys to their club in the summer.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","The right side of midfield is a problem position but Joelinton certainly looked comfortable in scoring the winning goal," Sky Sports\' Jamie Carragher said during Newcastle\'s 3-1 win at Nottingham Forest.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","He always does a brilliant job.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Sometimes, he plays in the front three and other times he's in the midfield three this season and has even had a man-marking job so he's really disciplined wherever you put him.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","You're never quite sure where he's going to be playing when you cover Newcastle but what you do know is that he's definitely going to be playing.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","Joelinton has been a Premier League ever-present for Newcastle this season.","0"
"Premier League hits & misses: Odegaard gives Arsenal title hope","His absence during the second half of the last campaign, when he underwent surgery for a thigh injury, was a big factor in Eddie Howe's side falling short in securing European football.","1"
"Premier League hits & misses: Odegaard gives Arsenal title hope","On Sunday, he became the 12th Brazilian to score 20 Premier League goals or more, with the only nations with more players to score 20+ in the competition being England (178), France (24), Scotland (15), and Spain (14).","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Stamford Bridge.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Pedro Neto's strike cancelled out Gabriel Martinelli's opener as Arsenal were held to a tense 1-1 draw at Chelsea, leaving both sides nine points behind Premier League leaders Liverpool.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Enzo Maresca's side were boosted by the news Cole Palmer was fit to start and the England international was straight into the action.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","However, his strike from 25 yards was brilliantly tipped over by David Raya","1"
"Arsenal held by Chelsea in dent to Premier League title bid","The home side were creating the better chances.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Noni Madueke glanced a header wide at the far post before Malo Gusto missed the best opportunity of the half.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Pedro Neto's cross picked out the full-back but he could only plant his header over the crossbar from inside the penalty area.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Arsenal, who had Martin Odegaard and Declan Rice back in the starting XI, grew into the half and Martinelli's shot was kept out by Robert Sanchez, before the Gunners thought they had the lead.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Chelsea switched off as Rice's quick free-kick released Kai Havertz into the penalty area and the former Chelsea forward finished into the bottom corner.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","However, the Arsenal celebrations were cut short after a VAR check correctly ruled the goal out for offside against the Gunners striker.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","The tense atmosphere continued after the break and the hosts were close to the opener when Wesley Fofana escaped the attentions of William Saliba before lifting the ball onto the roof of the net.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Arsenal led on the hour after Odegaard's cross was converted by Martinelli at the far post, but Neto's strike 10 minutes later brought the visitors level.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Both sides pushed for a winner and the best chance fell to Arsenal.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Odegaard's pass released Saliba into an advanced position and the defender's cut back picked out Trossard inside the six-yard box.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","However, the forward miscued his effort, sending the ball wide and taking it off the toes of Havertz, who was in a better position to score.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","It left both sides with a point and moved them into the top four.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","However, the result leaves Arsenal, who lost further ground in the title race, with plenty to do if they are to end their wait for a first Premier League title since 200304.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","We always talk about moments in title races.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","That felt like a bit of a moment for Arsenal.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","There is, of course, plenty of time to catch up the ground on Liverpool, but the win was right there for the taking.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","In the end, it's a tough way for the game to end.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Arteta's reaction illustrated just how important the three points would have been heading into the break.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","It's hard for Arsenal.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","They have a bullseye on their back.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","They are a big team and everybody wants to beat them.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","I find that their confidence is a little bit low at the moment.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","It wasn't free-flowing against Chelsea and when your confidence goes, not everyone wants the ball.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","When they are in full flow, everybody is moving.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","It's like the red arrows.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Against Chelsea, when Partey, Rice and Odegaard had the ball, there wasn't a lot of options.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","There aren't five or six passes on.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Arsenal have to go on a run now.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","They have to find some consistency.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","They can do it, they can reel off five or six wins on the spin and they are going to have to do it to get back in the title mix.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","They will not be far away, a good performance in Milan, although they did not really look like scoring and it is a hard place to go and they were completely comfortable, Raya did not make any world-class saves.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","So it is a start, but as Arteta says, he has to get the players fit now, they have to go on a run and make sure it comes down to six points before it goes up to 12 points - if it gets to 12, it is good night.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","The disappointment of not getting three points is bigger [than being satisfied] and it will probably be bigger after watching it back.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","I think we dominated them, we were the better team in many phases and situations in the game and, after going ahead, very disappointed in the way we conceded.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","It was so poor.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","It is not our standards and we don't accept.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","What we have found is that every day we have had to change something big, you know, the engine, the wheels, steering wheel because we've had problem after problem.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","Normally the team goes down but this team has unbelievable energy and spirit to play.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","I enjoyed it, absolutely.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","The performance was good.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","We know them quite well and we competed pretty well," he said","0"
"Arsenal held by Chelsea in dent to Premier League title bid","The performance is very important for us in this moment and it was good.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","We played in the way we wanted to, brave, and try and play from the back always.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","It is the way we want to do the things.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","We try and play face to face against every team.","0"
"Arsenal held by Chelsea in dent to Premier League title bid","We are Chelsea, so it is important to send this message.","1"
"Arsenal held by Chelsea in dent to Premier League title bid","There are managers that have been at clubs for five and nine years so we are behind them.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Very few would have tipped Liverpool to make such a positive start to life under Slot given the fact he was faced with the task of filling the sizeable shoes of a departing Jurgen Klopp.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","However, the Dutchman's instant impact at Anfield has seen them top the league after 11 games with a five-point buffer on second place going into the November international break.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","With nine victories, one draw and only a single defeat, Slot's Liverpool have conceded the least in the league this season and have scored the joint-third most goals thus far.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","It's form that Opta says has positioned Liverpool in the box seat to end Manchester City's four-year reign as champions, with a 60.32 per cent chance of bringing the title back to Anfield.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","In doing so, Slot would become the fifth manager to win the Premier League in their maiden season.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","But despite a stunning start, Liverpool's title bid is anticipated to yield the least amount of points a champion has earned for nearly 10 seasons.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","With 85 points predicted as the total return for the Reds, they wouldn't make the top two in 50 per cent of the last eight seasons.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Liverpool are forecast to pip Manchester City who are in second while Arsenal, who are hoping to end a two-decade-long wait for league glory, are in third in the predicted table.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Chelsea, who currently sit third in the Premier League, are predicted to make a return to Europe's elite competition.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","The two-time Champions League winners haven't played in the competition since they were beaten in the quarter-finals by Real Madrid in 2023.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Their absence from the Champions League has coincided with a tumultuous time both on and off the pitch for the Blues, but under Maresca the west London side may have found a formula of stability to earn them a spot in the top four behind Arsenal.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Performances in Europe by English teams could dictate whether the Premier League earns a fifth Champions League spot.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Eddie Howe's Newcastle will hope that's the case as the Magpies are tipped for a fifth-place finish, just beating Fabian Hurzeler's Brighton, who are in sixth ahead of Tottenham, Aston Villa and Fulham.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Ruben Amorim will have the considerable task of taking over a Manchester United side that are currently predicted to finish in 10th, their lowest position since the Premier League began and their worst campaign since 198990.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","When the Portuguese boss takes charge of his first game, United will be four points shy of fifth place.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","However, the Red Devils will have just a 2.18 per cent chance of making the top four, according to the Opta Supercomputer.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","According to Opta, the three promoted sides in Leicester, Southampton and Ipswich will be doomed for a direct return to the Championship.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","The Saints are the only of the promoted three currently occupying a spot in the relegation zone as they are rock bottom with four points.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Russell Martin's side are joined by Wolves and Crystal Palace who, alongside the 202324 Championship play-off winners and Ipswich, only have one win so far.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","However, both Palace and Wolves are tipped to beat the drop this season, despite their respective poor starts.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","The expected table is slightly different to the predicted table and uses metrics like expected goals for, expected goals against, expected goal difference and expected points to position teams.","0"
"Opta Supercomputer: Who wins the Premier League and by how many points?","While this table has the same top two as the predicted rankings, it suggests both Fulham and Tottenham should be in the top four.","1"
"Opta Supercomputer: Who wins the Premier League and by how many points?","Bournemouth follow closely behind in fifth.","0"
"Ref Watch: Were Aston Villa denied penalties at Liverpool?","Former Premier League referee Dermot Gallagher is back to assess the controversial moments from the weekend's action.","0"
"Ref Watch: Were Aston Villa denied penalties at Liverpool?","A lucky ref - because Nunez has scored.","1"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Ruud van Nistelrooy expects clarity on his future by the end of Monday after his interim reign as Manchester United manager ended with a 3-0 win against Leicester and a "special" Old Trafford send-off.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Having seen his goal-laden first spell as a United player come to an acrimonious end in 2006, the fan favourite returned to the club over the summer as one of Erik ten Hag's assistants.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Van Nistelrooy stepped up as interim boss following Ten Hag's sacking and hands over to new head coach Ruben Amorim having ended his temporary stint with a much-needed league victory against Leicester.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","The Old Trafford faithful chanted the Dutchman's name from the outset and throughout the match, with things coming to an emotional crescendo as he went around applauding the fans at full-time.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","After this block of four games, it felt like closure for that period and the future is open," Van Nistelrooy said.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","That's the way I felt it.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","It was a beautiful moment to be able to share that with the supporters and special.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Asked if it felt like it could be goodbye given his place in Amorim\'s new-look coaching staff is unclear, Van Nistelrooy said: "No, I felt like closing this period down, if you say it like that.","1"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Basically it was a moment here and now, and that was the beauty of the moment in my opinion, where circumstances came together.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","It was a beautiful moment and it was gratitude from my side to them, and the reception I was able to receive was unbelievable so I can only thank them.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","Amorim starts work at Old Trafford on Monday, having led Sporting Lisbon for the final time in their league match against Braga on Sunday night.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","The Portuguese has already confirmed he will be bringing in his own staff, raising doubt over whether Van Nistelrooy will still be an assistant at a club he has a deal with until 2026.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","I appreciated the clear communication of the club that it was an interim spell for a short term," the temporary boss said.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","It could have been one or two games even, that was the first communication, and they kept me in the loop.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","They said 'OK, it's going to be four, it's going to be announced a new head coach', etc, etc.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","So, for me, it is important to have that clarity and I appreciated that.","1"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","In the end, the most important thing is this football club, and I'm here to support that in my role.","0"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","As I said, I want to continue doing that in the future and now also the communication was OK [that] 'after the block of four games, there will be communication towards you and your colleagues that are in an uncertain situation'.","1"
"Van Nistelrooy awaiting Man Utd fate after 'special' send-off","So, I expect to hear today or tomorrow from them.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Old TraffordAttendance:Attendance73,829.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Ruud van Nistelrooy signed off with a win as Manchester United powered to a 3-0 win over Leicester City at Old Trafford.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Bruno Fernandes' fine finish from outside the box opened the scoring on the occasion of his 250th appearance for the club and the captain helped double the advantage when his effort was deflected into the net for an own goal by Victor Kristiansen before the break.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","There was time for another spectacular goal from distance in the second half when Alejandro Garnacho emerged from the bench to curl the ball into the top corner with Fernandes the architect once more.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The goals are finally flowing again for United.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Leicester had the odd moment, Andre Onana saving from Wilfred Ndidi, but the result makes it three wins and a draw from Van Nistelrooy's four games before he hands over to Ruben Amorim.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","United are 13th in the table.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The Foxes stay down in 15th.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","I can only describe that moment, how I felt and as a closure of this block of four games, it felt like a closure and the future is open.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","That is the way I felt it.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","It was a beautiful moment to be able to share that with the supporters, it was special.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","What is important for me is that when I started as an interim at the beginning of this four-game period, it was to stabilise and continue playing what the players are used to 85 per cent and put in little tweaks or changing players and resting players.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","And that is where you start to get your own bit of identity in, try to get the confidence back.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","You could see the quality of the players, still not in a consistent way because there is a lot to improve, but there is a foundation in the last four games of strong unity, good spirit, players who were at it and looking for results and we got four.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Asked if it was goodbye, he added: "No, I felt like closing this period down and it was a moment, here and now and that was the beauty of the moment and where circumstances came together and it was a beautiful moment.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Gratitude from my side to them and the reception I was able to receive was unbelievable.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Regarding his future at the club, asked if he would like to have been given the opportunity to show what he could have done in the role in the manner of Ole Gunnar Solskjaer before him, he said: "I appreciated the clear communication of the club.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","It was an interim spell for a short term, it could have been one or two games, they kept me in the loop.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","It was four.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","For me, it was important to have that clarity.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","For me the most important thing is the football club and I am here to support that and I want to continue that.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Also the communication was after the block of four, there will be communication.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Expect to hear today or tomorrow on that.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The Stretford End roared his name as he left the pitch, Van Nistelrooy receiving another rousing ovation in the stadium where he was once such a hero as a player.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","This cameo as a caretaker manager has been significant in its own way, already lifting the gloom.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Three wins from four, the goals flowing once again, one can only wonder what Erik ten Hag makes of all this, no doubt telling himself that his team were on the cusp of this regardless, but the mood has changed.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The handover to Amorim now comes with hope.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","These United fans know a thing or two about false dawns in recent years, even the dangers of believing the appointment of a former favourite in front of goal can change everything - but in that sense perhaps the club have finally got this one right.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Rather than giving Van Nistelrooy a long-term contract as manager, he has performed his functioning in cleansing the spirit at Old Trafford, allowing everyone to look forward with optimism.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Whatever happens next, this was a special day for him and the fans.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","A defeat at Old Trafford even with Manchester United so diminished would not ordinarily be enough to cause such fan frustration but Steve Cooper was on the receiving end of chants from the away end of 'Cooper, sort it out' during the second half of the game.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The former Nottingham Forest boss has the Foxes outside of the relegation zone on their return to the Premier League but performances have not been fluent and a series of odd decisions at set plays seemed to infuriate the visiting supporters in Manchester.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Leicester could have leapfrogged United with victory in this game so clearly the margins are tight but they are now only three points from safety following Ipswich's surprise win at Tottenham.","0"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","Sticking together is key but that looks difficult.","1"
"Man Utd ease to victory in Van Nistelrooyï¿½s final game in charge","The grumbles are growing.","0"
"Why is Arne Slot doing so well at Liverpool?","The victory against Aston Villa was the latest chance for Slot's team to stake their claim for silverware this year and they did so in emphatic style.","1"
"Why is Arne Slot doing so well at Liverpool?","Goals from Darwin Nunez and Mohamed Salah secured all three points at Anfield, as Liverpool opened up a five-point gap on last year's champions Manchester City.","1"
